Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Profit Ratio,BeforeToday,Variance from Budget Sales,% to Budget Sales,header-trend,header-Variance,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses,Type,header-YoY % Change
206,$20,$40,$20,$60,$40,24.24%,True,65.00%,165.00%,YTD by Month,Variance from Plan,6/1/2012,443,$59,Small Market,West,$12,1,Leaves,Tea,Earl Grey,$24,$99,Washington,$35,Regular,YoY % +/-
702,$170,($170),($250),$0,$271,-997.30%,True,,,YTD by Month,Variance from Plan,6/1/2012,"4,507",($271),Small Market,West,$102,1,Leaves,Tea,Green Tea,($369),$37,Nevada,$135,Regular,YoY % +/-
503,$70,$120,$80,$190,$118,37.23%,True,48.42%,148.42%,YTD by Month,Variance from Plan,6/1/2012,636,$164,Small Market,West,$36,1,Leaves,Tea,Green Tea,$105,$282,Oregon,$59,Regular,YoY % +/-
435,$20,$30,$10,$50,$35,-3.85%,True,56.00%,156.00%,YTD by Month,Variance from Plan,6/1/2012,204,$43,Small Market,West,$13,1,Leaves,Tea,Green Tea,($3),$78,Utah,$46,Regular,YoY % +/-
360,$30,$50,$0,$80,$53,-2.34%,True,60.00%,160.00%,YTD by Month,Variance from Plan,6/1/2012,597,$75,Small Market,West,$48,1,Leaves,Tea,Green Tea,($3),$128,Washington,$78,Regular,YoY % +/-
970,$130,$190,$150,$320,$127,44.55%,True,-2.50%,97.50%,YTD by Month,Variance from Plan,7/1/2012,"1,007",$185,Major Market,Central,$35,1,Beans,Coffee,Decaf Irish Cream,$139,$312,Colorado,$46,Decaf,YoY % +/-
217,$160,$230,$170,$390,$154,39.89%,True,-3.59%,96.41%,YTD by Month,Variance from Plan,7/1/2012,833,$222,Major Market,Central,$49,1,Beans,Coffee,Decaf Irish Cream,$150,$376,Illinois,$72,Decaf,YoY % +/-
330,$40,$50,$0,$90,$39,-9.47%,True,5.56%,105.56%,YTD by Month,Variance from Plan,7/1/2012,517,$56,Major Market,Central,$36,1,Beans,Coffee,Decaf Irish Cream,($9),$95,Ohio,$65,Decaf,YoY % +/-
303,$60,$90,$50,$150,$52,23.66%,True,-12.67%,87.33%,YTD by Month,Variance from Plan,7/1/2012,668,$79,Major Market,Central,$17,1,Beans,Espresso,Decaf Espresso,$31,$131,Colorado,$48,Decaf,YoY % +/-
312,$300,$320,$220,$620,$266,31.58%,True,-14.19%,85.81%,YTD by Month,Variance from Plan,7/1/2012,"1,819",$266,Major Market,Central,$74,1,Beans,Espresso,Decaf Espresso,$168,$532,Illinois,$98,Decaf,YoY % +/-
513,$50,$80,$30,$130,$51,9.57%,True,-11.54%,88.46%,YTD by Month,Variance from Plan,7/1/2012,419,$64,Major Market,Central,$19,1,Beans,Espresso,Decaf Espresso,$11,$115,Ohio,$53,Decaf,YoY % +/-
727,$130,$180,$130,$310,$141,38.39%,True,8.39%,108.39%,YTD by Month,Variance from Plan,7/1/2012,692,$195,Major Market,East,$43,1,Beans,Coffee,Decaf Irish Cream,$129,$336,Florida,$66,Decaf,YoY % +/-
863,$90,$130,$80,$220,$97,31.28%,True,3.18%,103.18%,YTD by Month,Variance from Plan,7/1/2012,575,$130,Major Market,East,$32,1,Beans,Espresso,Decaf Espresso,$71,$227,Florida,$59,Decaf,YoY % +/-
325,$100,$140,$110,$240,$87,35.68%,True,-17.08%,82.92%,YTD by Month,Variance from Plan,7/1/2012,564,$112,Major Market,South,$28,1,Beans,Coffee,Decaf Irish Cream,$71,$199,Texas,$41,Decaf,YoY % +/-
832,$80,$110,$90,$190,$94,42.61%,True,21.05%,121.05%,YTD by Month,Variance from Plan,7/1/2012,608,$136,Major Market,South,$26,1,Beans,Espresso,Decaf Espresso,$98,$230,Texas,$38,Decaf,YoY % +/-
707,$290,($40),($150),$250,$238,-77.72%,True,-19.20%,80.80%,YTD by Month,Variance from Plan,7/1/2012,"2,797",($36),Major Market,West,$78,1,Beans,Coffee,Decaf Irish Cream,($157),$202,California,$121,Decaf,YoY % +/-
650,$270,$380,$260,$650,$291,38.20%,True,4.31%,104.31%,YTD by Month,Variance from Plan,7/1/2012,"1,742",$387,Major Market,West,$96,1,Beans,Espresso,Decaf Espresso,$259,$678,California,$128,Decaf,YoY % +/-
720,$110,$150,$120,$260,$104,43.36%,True,-1.54%,98.46%,YTD by Month,Variance from Plan,7/1/2012,952,$152,Major Market,Central,$29,1,Beans,Coffee,Amaretto,$111,$256,Colorado,$41,Regular,YoY % +/-
614,$40,$70,$40,$110,$47,18.18%,True,0.00%,100.00%,YTD by Month,Variance from Plan,7/1/2012,420,$63,Major Market,Central,$15,1,Beans,Coffee,Amaretto,$20,$110,Ohio,$43,Regular,YoY % +/-
970,$90,$110,$80,$200,$87,35.68%,True,-0.50%,99.50%,YTD by Month,Variance from Plan,7/1/2012,564,$112,Major Market,Central,$28,1,Beans,Coffee,Colombian,$71,$199,Colorado,$41,Regular,YoY % +/-
312,$250,$340,$230,$590,$238,36.68%,True,-3.90%,96.10%,YTD by Month,Variance from Plan,7/1/2012,"1,190",$329,Major Market,Central,$78,1,Beans,Coffee,Colombian,$208,$567,Illinois,$121,Regular,YoY % +/-
513,$30,$50,$30,$80,$34,21.18%,True,6.25%,106.25%,YTD by Month,Variance from Plan,7/1/2012,432,$51,Major Market,Central,$10,1,Beans,Coffee,Colombian,$18,$85,Ohio,$33,Regular,YoY % +/-
303,$100,$170,$140,$270,$94,42.61%,True,-14.81%,85.19%,YTD by Month,Variance from Plan,7/1/2012,608,$136,Major Market,Central,$26,1,Beans,Espresso,Caffe Mocha,$98,$230,Colorado,$38,Regular,YoY % +/-
224,$330,$470,$340,$800,$291,38.20%,True,-15.25%,84.75%,YTD by Month,Variance from Plan,7/1/2012,"1,742",$387,Major Market,Central,$96,1,Beans,Espresso,Caffe Mocha,$259,$678,Illinois,$128,Regular,YoY % +/-
216,$160,$180,$120,$340,$145,27.84%,True,-14.41%,85.59%,YTD by Month,Variance from Plan,7/1/2012,"1,304",$146,Major Market,Central,$40,1,Beans,Espresso,Caffe Mocha,$81,$291,Ohio,$65,Regular,YoY % +/-
904,$100,$170,$120,$270,$114,36.36%,True,5.93%,105.93%,YTD by Month,Variance from Plan,7/1/2012,822,$172,Major Market,East,$37,1,Beans,Coffee,Colombian,$104,$286,Florida,$68,Regular,YoY % +/-
508,$40,$590,$560,$630,$52,84.81%,True,5.56%,105.56%,YTD by Month,Variance from Plan,7/1/2012,"-1,493",$613,Major Market,East,$17,1,Beans,Coffee,Colombian,$564,$665,Massachusetts,$49,Regular,YoY % +/-
845,$340,$520,$370,$860,$364,40.57%,True,6.05%,106.05%,YTD by Month,Variance from Plan,7/1/2012,"2,654",$548,Major Market,East,$127,1,Beans,Coffee,Colombian,$370,$912,New York,$178,Regular,YoY % +/-
386,$110,$180,$60,$290,$124,10.77%,True,2.41%,102.41%,YTD by Month,Variance from Plan,7/1/2012,717,$173,Major Market,East,$112,1,Beans,Espresso,Caffe Mocha,$32,$297,Florida,$141,Regular,YoY % +/-
978,$30,$70,$20,$100,$39,6.31%,True,11.00%,111.00%,YTD by Month,Variance from Plan,7/1/2012,560,$72,Major Market,East,$36,1,Beans,Espresso,Caffe Mocha,$7,$111,Massachusetts,$65,Regular,YoY % +/-
347,$150,($80),($240),$70,$162,-345.45%,True,10.00%,110.00%,YTD by Month,Variance from Plan,7/1/2012,"2,321",($85),Major Market,East,$147,1,Beans,Espresso,Caffe Mocha,($266),$77,New York,$181,Regular,YoY % +/-
617,$130,$150,$100,$280,$145,27.84%,True,3.93%,103.93%,YTD by Month,Variance from Plan,7/1/2012,"1,304",$146,Major Market,East,$40,1,Beans,Espresso,Regular Espresso,$81,$291,Massachusetts,$65,Regular,YoY % +/-
585,$250,$280,$190,$530,$266,33.33%,True,3.02%,103.02%,YTD by Month,Variance from Plan,7/1/2012,"1,355",$280,Major Market,East,$74,1,Beans,Espresso,Regular Espresso,$182,$546,New York,$98,Regular,YoY % +/-
430,$320,$380,$290,$700,$260,36.33%,True,-19.00%,81.00%,YTD by Month,Variance from Plan,7/1/2012,"1,319",$307,Major Market,South,$80,1,Beans,Coffee,Colombian,$206,$567,Texas,$101,Regular,YoY % +/-
281,$40,$70,$40,$110,$52,22.90%,True,19.09%,119.09%,YTD by Month,Variance from Plan,7/1/2012,-456,$79,Major Market,South,$17,1,Beans,Espresso,Caffe Latte,$30,$131,Texas,$49,Regular,YoY % +/-
210,$80,$140,$120,$220,$104,43.75%,True,16.36%,116.36%,YTD by Month,Variance from Plan,7/1/2012,952,$152,Major Market,South,$29,1,Beans,Espresso,Caffe Mocha,$112,$256,Texas,$40,Regular,YoY % +/-
209,$190,($90),($150),$100,$154,-158.62%,True,-13.00%,87.00%,YTD by Month,Variance from Plan,7/1/2012,"1,832",($67),Major Market,West,$49,1,Beans,Coffee,Amaretto,($138),$87,California,$71,Regular,YoY % +/-
707,$450,$690,$530,"$1,140",$364,40.57%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,7/1/2012,"2,654",$548,Major Market,West,$127,1,Beans,Coffee,Colombian,$370,$912,California,$178,Regular,YoY % +/-
818,$250,$260,$170,$510,$266,31.39%,True,4.31%,104.31%,YTD by Month,Variance from Plan,7/1/2012,"1,819",$266,Major Market,West,$74,1,Beans,Espresso,Caffe Latte,$167,$532,California,$99,Regular,YoY % +/-
562,$150,$220,$60,$370,$162,11.63%,True,4.59%,104.59%,YTD by Month,Variance from Plan,7/1/2012,943,$225,Major Market,West,$147,1,Beans,Espresso,Caffe Mocha,$45,$387,California,$180,Regular,YoY % +/-
303,$120,$130,$80,$250,$145,27.84%,True,16.40%,116.40%,YTD by Month,Variance from Plan,7/1/2012,"1,304",$146,Major Market,Central,$40,1,Leaves,Herbal Tea,Chamomile,$81,$291,Colorado,$65,Decaf,YoY % +/-
312,$80,$140,$120,$220,$104,43.36%,True,16.36%,116.36%,YTD by Month,Variance from Plan,7/1/2012,952,$152,Major Market,Central,$29,1,Leaves,Herbal Tea,Chamomile,$111,$256,Illinois,$41,Decaf,YoY % +/-
740,$10,$20,$20,$30,$18,20.45%,True,46.67%,146.67%,YTD by Month,Variance from Plan,7/1/2012,486,$26,Major Market,Central,$5,1,Leaves,Herbal Tea,Chamomile,$9,$44,Ohio,$17,Decaf,YoY % +/-
970,$30,$50,$0,$80,$39,-10.53%,True,18.75%,118.75%,YTD by Month,Variance from Plan,7/1/2012,517,$56,Major Market,Central,$36,1,Leaves,Herbal Tea,Lemon,($10),$95,Colorado,$66,Decaf,YoY % +/-
312,$70,$100,$70,$170,$87,36.18%,True,17.06%,117.06%,YTD by Month,Variance from Plan,7/1/2012,564,$112,Major Market,Central,$28,1,Leaves,Herbal Tea,Lemon,$72,$199,Illinois,$40,Decaf,YoY % +/-
614,$10,$40,$40,$50,$23,28.07%,True,14.00%,114.00%,YTD by Month,Variance from Plan,7/1/2012,868,$34,Major Market,Central,$6,1,Leaves,Herbal Tea,Lemon,$16,$57,Ohio,$18,Decaf,YoY % +/-
720,$40,$50,$20,$90,$47,19.09%,True,22.22%,122.22%,YTD by Month,Variance from Plan,7/1/2012,420,$63,Major Market,Central,$15,1,Leaves,Herbal Tea,Mint,$21,$110,Colorado,$42,Decaf,YoY % +/-
815,$100,$170,$150,$270,$127,44.55%,True,15.56%,115.56%,YTD by Month,Variance from Plan,7/1/2012,"1,007",$185,Major Market,Central,$35,1,Leaves,Herbal Tea,Mint,$139,$312,Illinois,$46,Decaf,YoY % +/-
863,$30,$50,$30,$80,$50,31.30%,True,43.75%,143.75%,YTD by Month,Variance from Plan,7/1/2012,587,$65,Major Market,East,$16,1,Leaves,Herbal Tea,Chamomile,$36,$115,Florida,$29,Decaf,YoY % +/-
904,$40,$60,$30,$100,$59,14.29%,True,33.00%,133.00%,YTD by Month,Variance from Plan,7/1/2012,403,$74,Major Market,East,$22,1,Leaves,Herbal Tea,Lemon,$19,$133,Florida,$55,Decaf,YoY % +/-
978,$30,$50,$20,$80,$51,9.57%,True,43.75%,143.75%,YTD by Month,Variance from Plan,7/1/2012,419,$64,Major Market,East,$19,1,Leaves,Herbal Tea,Lemon,$11,$115,Massachusetts,$53,Decaf,YoY % +/-
516,$200,$410,$310,$610,$270,48.93%,True,30.00%,130.00%,YTD by Month,Variance from Plan,7/1/2012,"1,781",$523,Major Market,East,$102,1,Leaves,Herbal Tea,Lemon,$388,$793,New York,$135,Decaf,YoY % +/-
904,$60,$80,$50,$140,$86,29.10%,True,35.00%,135.00%,YTD by Month,Variance from Plan,7/1/2012,"1,081",$103,Major Market,East,$26,1,Leaves,Herbal Tea,Mint,$55,$189,Florida,$48,Decaf,YoY % +/-
716,$190,($40),($110),$150,$260,-82.83%,True,32.00%,132.00%,YTD by Month,Variance from Plan,7/1/2012,"3,076",($62),Major Market,East,$80,1,Leaves,Herbal Tea,Mint,($164),$198,New York,$102,Decaf,YoY % +/-
903,$40,$60,$30,$100,$47,18.18%,True,10.00%,110.00%,YTD by Month,Variance from Plan,7/1/2012,420,$63,Major Market,South,$15,1,Leaves,Herbal Tea,Chamomile,$20,$110,Texas,$43,Decaf,YoY % +/-
281,$30,$50,$30,$80,$34,22.35%,True,6.25%,106.25%,YTD by Month,Variance from Plan,7/1/2012,432,$51,Major Market,South,$10,1,Leaves,Herbal Tea,Lemon,$19,$85,Texas,$32,Decaf,YoY % +/-
805,$100,$170,$150,$270,$127,44.55%,True,15.56%,115.56%,YTD by Month,Variance from Plan,7/1/2012,"1,007",$185,Major Market,West,$35,1,Leaves,Herbal Tea,Chamomile,$139,$312,California,$46,Decaf,YoY % +/-
650,$220,$270,$200,$490,$260,36.16%,True,15.71%,115.71%,YTD by Month,Variance from Plan,7/1/2012,"1,319",$307,Major Market,West,$80,1,Leaves,Herbal Tea,Lemon,$205,$567,California,$102,Decaf,YoY % +/-
831,$70,$100,$70,$170,$87,36.18%,True,17.06%,117.06%,YTD by Month,Variance from Plan,7/1/2012,564,$112,Major Market,West,$28,1,Leaves,Herbal Tea,Mint,$72,$199,California,$40,Decaf,YoY % +/-
970,$40,$60,$20,$100,$51,10.43%,True,15.00%,115.00%,YTD by Month,Variance from Plan,7/1/2012,419,$64,Major Market,Central,$19,1,Leaves,Tea,Darjeeling,$12,$115,Colorado,$52,Regular,YoY % +/-
815,$80,$120,$90,$200,$94,43.04%,True,15.00%,115.00%,YTD by Month,Variance from Plan,7/1/2012,608,$136,Major Market,Central,$26,1,Leaves,Tea,Darjeeling,$99,$230,Illinois,$37,Regular,YoY % +/-
740,$90,$160,$100,$250,$114,36.36%,True,14.40%,114.40%,YTD by Month,Variance from Plan,7/1/2012,822,$172,Major Market,Central,$37,1,Leaves,Tea,Darjeeling,$104,$286,Ohio,$68,Regular,YoY % +/-
720,$40,$50,$20,$90,$50,21.10%,True,21.11%,121.11%,YTD by Month,Variance from Plan,7/1/2012,"1,051",$59,Major Market,Central,$15,1,Leaves,Tea,Earl Grey,$23,$109,Colorado,$36,Regular,YoY % +/-
815,$40,$70,$30,$110,$52,23.66%,True,19.09%,119.09%,YTD by Month,Variance from Plan,7/1/2012,668,$79,Major Market,Central,$17,1,Leaves,Tea,Earl Grey,$31,$131,Illinois,$48,Regular,YoY % +/-
513,$120,$170,$110,$290,$141,38.10%,True,15.86%,115.86%,YTD by Month,Variance from Plan,7/1/2012,692,$195,Major Market,Central,$43,1,Leaves,Tea,Earl Grey,$128,$336,Ohio,$67,Regular,YoY % +/-
303,$30,$50,$30,$80,$41,28.72%,True,17.50%,117.50%,YTD by Month,Variance from Plan,7/1/2012,592,$53,Major Market,Central,$13,1,Leaves,Tea,Green Tea,$27,$94,Colorado,$26,Regular,YoY % +/-
386,$40,$70,$50,$110,$45,37.27%,True,0.00%,100.00%,YTD by Month,Variance from Plan,7/1/2012,885,$65,Major Market,East,$12,1,Leaves,Tea,Darjeeling,$41,$110,Florida,$24,Regular,YoY % +/-
413,$20,$40,$30,$60,$23,28.07%,True,-5.00%,95.00%,YTD by Month,Variance from Plan,7/1/2012,868,$34,Major Market,East,$6,1,Leaves,Tea,Darjeeling,$16,$57,Massachusetts,$18,Regular,YoY % +/-
212,$130,$200,$160,$330,$127,44.23%,True,-5.45%,94.55%,YTD by Month,Variance from Plan,7/1/2012,"1,007",$185,Major Market,East,$35,1,Leaves,Tea,Darjeeling,$138,$312,New York,$47,Regular,YoY % +/-
518,$110,$160,$120,$270,$104,43.36%,True,-5.19%,94.81%,YTD by Month,Variance from Plan,7/1/2012,952,$152,Major Market,East,$29,1,Leaves,Tea,Earl Grey,$111,$256,New York,$41,Regular,YoY % +/-
954,$60,$90,$70,$150,$59,40.28%,True,-4.00%,96.00%,YTD by Month,Variance from Plan,7/1/2012,870,$85,Major Market,East,$16,1,Leaves,Tea,Green Tea,$58,$144,Florida,$27,Regular,YoY % +/-
339,$10,$30,$20,$40,$18,20.45%,True,10.00%,110.00%,YTD by Month,Variance from Plan,7/1/2012,486,$26,Major Market,East,$5,1,Leaves,Tea,Green Tea,$9,$44,Massachusetts,$17,Regular,YoY % +/-
315,$90,$150,$120,$240,$94,42.61%,True,-4.17%,95.83%,YTD by Month,Variance from Plan,7/1/2012,608,$136,Major Market,East,$26,1,Leaves,Tea,Green Tea,$98,$230,New York,$38,Regular,YoY % +/-
562,$60,$110,$100,$170,$104,43.75%,True,50.59%,150.59%,YTD by Month,Variance from Plan,7/1/2012,952,$152,Major Market,West,$29,1,Leaves,Tea,Darjeeling,$112,$256,California,$40,Regular,YoY % +/-
831,$60,$90,$80,$150,$94,42.61%,True,53.33%,153.33%,YTD by Month,Variance from Plan,7/1/2012,608,$136,Major Market,West,$26,1,Leaves,Tea,Earl Grey,$98,$230,California,$38,Regular,YoY % +/-
415,$30,$50,$20,$80,$52,22.90%,True,63.75%,163.75%,YTD by Month,Variance from Plan,7/1/2012,668,$79,Major Market,West,$17,1,Leaves,Tea,Green Tea,$30,$131,California,$49,Regular,YoY % +/-
712,$20,$30,$20,$50,$23,22.22%,True,8.00%,108.00%,YTD by Month,Variance from Plan,7/1/2012,605,$31,Small Market,Central,$7,1,Beans,Coffee,Decaf Irish Cream,$12,$54,Iowa,$19,Decaf,YoY % +/-
314,$60,$70,$40,$130,$60,24.24%,True,1.54%,101.54%,YTD by Month,Variance from Plan,7/1/2012,"1,070",$72,Small Market,Central,$18,1,Beans,Coffee,Decaf Irish Cream,$32,$132,Missouri,$40,Decaf,YoY % +/-
920,$100,$130,$80,$230,$97,31.28%,True,-1.30%,98.70%,YTD by Month,Variance from Plan,7/1/2012,575,$130,Small Market,Central,$32,1,Beans,Coffee,Decaf Irish Cream,$71,$227,Wisconsin,$59,Decaf,YoY % +/-
641,$0,$50,$40,$50,$0,72.09%,True,-14.00%,86.00%,YTD by Month,Variance from Plan,7/1/2012,559,$43,Small Market,Central,$0,1,Beans,Espresso,Decaf Espresso,$31,$43,Iowa,$12,Decaf,YoY % +/-
314,$40,$70,$50,$110,$39,36.46%,True,-12.73%,87.27%,YTD by Month,Variance from Plan,7/1/2012,845,$57,Small Market,Central,$10,1,Beans,Espresso,Decaf Espresso,$35,$96,Missouri,$22,Decaf,YoY % +/-
920,$50,$80,$60,$130,$50,31.30%,True,-11.54%,88.46%,YTD by Month,Variance from Plan,7/1/2012,587,$65,Small Market,Central,$16,1,Beans,Espresso,Decaf Espresso,$36,$115,Wisconsin,$29,Decaf,YoY % +/-
203,$40,$50,$20,$90,$43,16.00%,True,11.11%,111.11%,YTD by Month,Variance from Plan,7/1/2012,388,$57,Small Market,East,$14,1,Beans,Espresso,Decaf Espresso,$16,$100,Connecticut,$41,Decaf,YoY % +/-
318,$70,$110,$90,$180,$59,40.28%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,7/1/2012,870,$85,Small Market,South,$16,1,Beans,Coffee,Decaf Irish Cream,$58,$144,Louisiana,$27,Decaf,YoY % +/-
505,$150,$60,$10,$210,$120,-6.51%,True,-19.52%,80.48%,YTD by Month,Variance from Plan,7/1/2012,"1,334",$49,Small Market,South,$37,1,Beans,Coffee,Decaf Irish Cream,($11),$169,New Mexico,$60,Decaf,YoY % +/-
405,$20,$50,$40,$70,$23,28.07%,True,-18.57%,81.43%,YTD by Month,Variance from Plan,7/1/2012,868,$34,Small Market,South,$6,1,Beans,Coffee,Decaf Irish Cream,$16,$57,Oklahoma,$18,Decaf,YoY % +/-
225,$30,$40,$20,$70,$36,23.33%,True,28.57%,128.57%,YTD by Month,Variance from Plan,7/1/2012,462,$54,Small Market,South,$11,1,Beans,Espresso,Decaf Espresso,$21,$90,Louisiana,$33,Decaf,YoY % +/-
505,$30,$50,$20,$80,$44,17.48%,True,28.75%,128.75%,YTD by Month,Variance from Plan,7/1/2012,258,$59,Small Market,South,$14,1,Beans,Espresso,Decaf Espresso,$18,$103,New Mexico,$41,Decaf,YoY % +/-
580,$90,$150,$100,$240,$114,36.01%,True,19.17%,119.17%,YTD by Month,Variance from Plan,7/1/2012,822,$172,Small Market,South,$37,1,Beans,Espresso,Decaf Espresso,$103,$286,Oklahoma,$69,Decaf,YoY % +/-
775,$40,$50,$30,$90,$34,12.00%,True,-16.67%,83.33%,YTD by Month,Variance from Plan,7/1/2012,"1,010",$41,Small Market,West,$10,1,Beans,Coffee,Decaf Irish Cream,$9,$75,Nevada,$32,Decaf,YoY % +/-
503,$40,$60,$40,$100,$34,21.18%,True,-15.00%,85.00%,YTD by Month,Variance from Plan,7/1/2012,432,$51,Small Market,West,$10,1,Beans,Coffee,Decaf Irish Cream,$18,$85,Oregon,$33,Decaf,YoY % +/-
435,$90,$120,$70,$210,$76,18.34%,True,-19.52%,80.48%,YTD by Month,Variance from Plan,7/1/2012,613,$93,Small Market,West,$28,1,Beans,Coffee,Decaf Irish Cream,$31,$169,Utah,$62,Decaf,YoY % +/-
360,$150,$220,$100,$370,$124,10.44%,True,-19.73%,80.27%,YTD by Month,Variance from Plan,7/1/2012,717,$173,Small Market,West,$112,1,Beans,Coffee,Decaf Irish Cream,$31,$297,Washington,$142,Decaf,YoY % +/-
702,$10,$30,$20,$40,$20,24.49%,True,22.50%,122.50%,YTD by Month,Variance from Plan,7/1/2012,808,$29,Small Market,West,$5,1,Beans,Espresso,Decaf Espresso,$12,$49,Nevada,$17,Decaf,YoY % +/-
541,$130,$140,$90,$270,$145,27.84%,True,7.78%,107.78%,YTD by Month,Variance from Plan,7/1/2012,"1,304",$146,Small Market,West,$40,1,Beans,Espresso,Decaf Espresso,$81,$291,Oregon,$65,Decaf,YoY % +/-
801,$30,$50,$40,$80,$35,35.63%,True,8.75%,108.75%,YTD by Month,Variance from Plan,7/1/2012,894,$52,Small Market,West,$9,1,Beans,Espresso,Decaf Espresso,$31,$87,Utah,$21,Decaf,YoY % +/-
253,$80,$100,$70,$180,$86,29.63%,True,5.00%,105.00%,YTD by Month,Variance from Plan,7/1/2012,"1,081",$103,Small Market,West,$26,1,Beans,Espresso,Decaf Espresso,$56,$189,Washington,$47,Decaf,YoY % +/-
319,$20,$40,$30,$60,$25,27.87%,True,1.67%,101.67%,YTD by Month,Variance from Plan,7/1/2012,854,$36,Small Market,Central,$7,1,Beans,Coffee,Amaretto,$17,$61,Iowa,$19,Regular,YoY % +/-
920,$60,$70,$20,$130,$59,13.53%,True,2.31%,102.31%,YTD by Month,Variance from Plan,7/1/2012,403,$74,Small Market,Central,$22,1,Beans,Coffee,Amaretto,$18,$133,Wisconsin,$56,Regular,YoY % +/-
712,$30,$40,$20,$70,$34,12.00%,True,7.14%,107.14%,YTD by Month,Variance from Plan,7/1/2012,"1,010",$41,Small Market,Central,$10,1,Beans,Coffee,Colombian,$9,$75,Iowa,$32,Regular,YoY % +/-
636,$80,$90,$40,$170,$76,18.34%,True,-0.59%,99.41%,YTD by Month,Variance from Plan,7/1/2012,613,$93,Small Market,Central,$28,1,Beans,Coffee,Colombian,$31,$169,Missouri,$62,Regular,YoY % +/-
262,$130,$180,$60,$310,$124,10.77%,True,-4.19%,95.81%,YTD by Month,Variance from Plan,7/1/2012,717,$173,Small Market,Central,$112,1,Beans,Coffee,Colombian,$32,$297,Wisconsin,$141,Regular,YoY % +/-
641,$20,$30,$20,$50,$20,26.53%,True,-2.00%,98.00%,YTD by Month,Variance from Plan,7/1/2012,808,$29,Small Market,Central,$5,1,Beans,Espresso,Caffe Mocha,$13,$49,Iowa,$16,Regular,YoY % +/-
573,$40,$60,$40,$100,$35,36.78%,True,-13.00%,87.00%,YTD by Month,Variance from Plan,7/1/2012,894,$52,Small Market,Central,$9,1,Beans,Espresso,Caffe Mocha,$32,$87,Missouri,$20,Regular,YoY % +/-
608,$90,$130,$90,$220,$86,29.63%,True,-14.09%,85.91%,YTD by Month,Variance from Plan,7/1/2012,"1,081",$103,Small Market,Central,$26,1,Beans,Espresso,Caffe Mocha,$56,$189,Wisconsin,$47,Regular,YoY % +/-
603,$50,$90,$70,$140,$61,32.45%,True,7.86%,107.86%,YTD by Month,Variance from Plan,7/1/2012,329,$90,Small Market,East,$19,1,Beans,Coffee,Amaretto,$49,$151,New Hampshire,$41,Regular,YoY % +/-
203,$80,$130,$90,$210,$90,33.33%,True,7.14%,107.14%,YTD by Month,Variance from Plan,7/1/2012,"1,148",$135,Small Market,East,$29,1,Beans,Coffee,Colombian,$75,$225,Connecticut,$60,Regular,YoY % +/-
603,$60,$90,$60,$150,$64,26.88%,True,6.67%,106.67%,YTD by Month,Variance from Plan,7/1/2012,467,$96,Small Market,East,$21,1,Beans,Coffee,Colombian,$43,$160,New Hampshire,$53,Regular,YoY % +/-
860,$40,$70,$20,$110,$47,-4.42%,True,2.73%,102.73%,YTD by Month,Variance from Plan,7/1/2012,622,$66,Small Market,East,$42,1,Beans,Espresso,Caffe Mocha,($5),$113,Connecticut,$71,Regular,YoY % +/-
603,$50,$80,$10,$130,$59,-0.71%,True,8.46%,108.46%,YTD by Month,Variance from Plan,7/1/2012,338,$82,Small Market,East,$53,1,Beans,Espresso,Caffe Mocha,($1),$141,New Hampshire,$83,Regular,YoY % +/-
603,$30,$50,$10,$80,$40,0.00%,True,11.25%,111.25%,YTD by Month,Variance from Plan,7/1/2012,219,$49,Small Market,East,$15,1,Beans,Espresso,Regular Espresso,$0,$89,New Hampshire,$49,Regular,YoY % +/-
318,$50,$70,$50,$120,$40,36.36%,True,-17.50%,82.50%,YTD by Month,Variance from Plan,7/1/2012,843,$59,Small Market,South,$11,1,Beans,Coffee,Colombian,$36,$99,Louisiana,$23,Regular,YoY % +/-
505,$80,$120,$70,$200,$64,27.50%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,7/1/2012,467,$96,Small Market,South,$21,1,Beans,Coffee,Colombian,$44,$160,New Mexico,$52,Regular,YoY % +/-
580,$50,$60,$40,$110,$41,29.79%,True,-14.55%,85.45%,YTD by Month,Variance from Plan,7/1/2012,592,$53,Small Market,South,$13,1,Beans,Coffee,Colombian,$28,$94,Oklahoma,$25,Regular,YoY % +/-
985,$40,$50,$0,$90,$47,-5.31%,True,25.56%,125.56%,YTD by Month,Variance from Plan,7/1/2012,-395,$66,Small Market,South,$42,1,Beans,Espresso,Caffe Latte,($6),$113,Louisiana,$72,Regular,YoY % +/-
505,$30,$40,$10,$70,$40,1.12%,True,27.14%,127.14%,YTD by Month,Variance from Plan,7/1/2012,-258,$49,Small Market,South,$15,1,Beans,Espresso,Caffe Latte,$1,$89,New Mexico,$48,Regular,YoY % +/-
580,$120,$160,$110,$280,$141,38.10%,True,20.00%,120.00%,YTD by Month,Variance from Plan,7/1/2012,-942,$195,Small Market,South,$43,1,Beans,Espresso,Caffe Latte,$128,$336,Oklahoma,$67,Regular,YoY % +/-
